"FILE","MODEL","RECYCLE","TOL","pLDDT","pTM","piTM","iScore","iRes","iCnt","FILE_MODEL","NUM_CLUSTERS","N_MONOMERS","ORIGIN","FILE_RECYCLE","RANK"
"DHF91_TIR_T6BD_x2",1,"model_1_multimer_v3_p1_230517_715082",0.919,49.78,0.2762,0.2487,0.0479,136,186,"DHF91_TIR_T6BD_x2_1",1,2,"DHF91","DHF91_TIR_T6BD_x2_1_model_1_multimer_v3_p1_230517_715082",98
"DHF91_TIR_T6BD_x2",1,"model_1_multimer_v3_p1_230517_715082_recycled_00",9999,49.34,0.3048,0.3058,0.0873,116,156,"DHF91_TIR_T6BD_x2_1",1,2,"DHF91","DHF91_TIR_T6BD_x2_1_model_1_multimer_v3_p1_230517_715082_recycled_00",63
"DHF91_TIR_T6BD_x2",1,"model_1_multimer_v3_p1_230517_715082_recycled_01",52.51,48.47,0.2943,0.3404,0.1013,154,249,"DHF91_TIR_T6BD_x2_1",1,2,"DHF91","DHF91_TIR_T6BD_x2_1_model_1_multimer_v3_p1_230517_715082_recycled_01",59
"DHF91_TIR_T6BD_x2",1,"model_1_multimer_v3_p1_230517_715082_recycled_02",5.58,48.63,0.2882,0.365,0.0993,136,224,"DHF91_TIR_T6BD_x2_1",1,2,"DHF91","DHF91_TIR_T6BD_x2_1_model_1_multimer_v3_p1_230517_715082_recycled_02",60
"DHF91_TIR_T6BD_x2",1,"model_1_multimer_v3_p1_230517_715082_recycled_03",5.68,49.43,0.2791,0.3267,0.0676,164,259,"DHF91_TIR_T6BD_x2_1",1,2,"DHF91","DHF91_TIR_T6BD_x2_1_model_1_multimer_v3_p1_230517_715082_recycled_03",83
"DHF91_TIR_T6BD_x2",1,"model_1_multimer_v3_p1_230517_715082_recycled_04",3.88,49.71,0.2846,0.2691,0.0486,139,236,"DHF91_TIR_T6BD_x2_1",1,2,"DHF91","DHF91_TIR_T6BD_x2_1_model_1_multimer_v3_p1_230517_715082_recycled_04",96
"DHF91_TIR_T6BD_x2",1,"model_1_multimer_v3_p1_230517_715082_recycled_05",9.09,48.85,0.2712,0.4036,0.0592,223,525,"DHF91_TIR_T6BD_x2_1",1,2,"DHF91","DHF91_TIR_T6BD_x2_1_model_1_multimer_v3_p1_230517_715082_recycled_05",87
"DHF91_TIR_T6BD_x2",1,"model_1_multimer_v3_p1_230517_715082_recycled_06",7.78,50.06,0.2728,0.3653,0.0387,132,279,"DHF91_TIR_T6BD_x2_1",1,2,"DHF91","DHF91_TIR_T6BD_x2_1_model_1_multimer_v3_p1_230517_715082_recycled_06",103
"DHF91_TIR_T6BD_x2",1,"model_1_multimer_v3_p1_230517_715082_recycled_07",6.2,49.75,0.2747,0.2785,0.0441,138,182,"DHF91_TIR_T6BD_x2_1",1,2,"DHF91","DHF91_TIR_T6BD_x2_1_model_1_multimer_v3_p1_230517_715082_recycled_07",102
"DHF91_TIR_T6BD_x2",1,"model_1_multimer_v3_p1_230517_715082_recycled_08",4.27,49.83,0.2773,0.2663,0.0504,146,189,"DHF91_TIR_T6BD_x2_1",1,2,"DHF91","DHF91_TIR_T6BD_x2_1_model_1_multimer_v3_p1_230517_715082_recycled_08",93
"DHF91_TIR_T6BD_x2",1,"model_1_multimer_v3_p1_230517_715082_recycled_09",1.96,49.83,0.2768,0.2486,0.0503,141,183,"DHF91_TIR_T6BD_x2_1",1,2,"DHF91","DHF91_TIR_T6BD_x2_1_model_1_multimer_v3_p1_230517_715082_recycled_09",94
"DHF91_TIR_T6BD_x2",1,"model_1_multimer_v3_p1_230517_715082_recycled_10",1.72,49.81,0.2758,0.2384,0.051,150,193,"DHF91_TIR_T6BD_x2_1",1,2,"DHF91","DHF91_TIR_T6BD_x2_1_model_1_multimer_v3_p1_230517_715082_recycled_10",92
"DHF91_TIR_T6BD_x2",1,"model_1_multimer_v3_p1_230517_715082_recycled_11",1.3,49.9,0.2753,0.2204,0.0489,141,181,"DHF91_TIR_T6BD_x2_1",1,2,"DHF91","DHF91_TIR_T6BD_x2_1_model_1_multimer_v3_p1_230517_715082_recycled_11",95
"DHF91_TIR_T6BD_x2",1,"model_1_multimer_v3_p1_230517_715082_recycled_12",2.07,49.98,0.2766,0.2549,0.0564,161,218,"DHF91_TIR_T6BD_x2_1",1,2,"DHF91","DHF91_TIR_T6BD_x2_1_model_1_multimer_v3_p1_230517_715082_recycled_12",90
"DHF91_TIR_T6BD_x2",1,"model_1_multimer_v3_p1_230517_715082_recycled_13",3.47,50.01,0.2761,0.2452,0.054,154,197,"DHF91_TIR_T6BD_x2_1",1,2,"DHF91","DHF91_TIR_T6BD_x2_1_model_1_multimer_v3_p1_230517_715082_recycled_13",91
"DHF91_TIR_T6BD_x2",1,"model_1_multimer_v3_p1_230517_715082_recycled_14",3.44,49.98,0.276,0.2706,0.0633,173,230,"DHF91_TIR_T6BD_x2_1",1,2,"DHF91","DHF91_TIR_T6BD_x2_1_model_1_multimer_v3_p1_230517_715082_recycled_14",84
"DHF91_TIR_T6BD_x2",1,"model_1_multimer_v3_p1_230517_715082_recycled_15",1.36,49.53,0.2767,0.2662,0.057,156,220,"DHF91_TIR_T6BD_x2_1",1,2,"DHF91","DHF91_TIR_T6BD_x2_1_model_1_multimer_v3_p1_230517_715082_recycled_15",89
"DHF91_TIR_T6BD_x2",1,"model_1_multimer_v3_p1_230517_715082_recycled_16",2.66,49.79,0.276,0.2324,0.046,123,170,"DHF91_TIR_T6BD_x2_1",1,2,"DHF91","DHF91_TIR_T6BD_x2_1_model_1_multimer_v3_p1_230517_715082_recycled_16",100
"DHF91_TIR_T6BD_x2",1,"model_1_multimer_v3_p1_230517_715082_recycled_17",2.19,49.78,0.2771,0.2487,0.0462,128,170,"DHF91_TIR_T6BD_x2_1",1,2,"DHF91","DHF91_TIR_T6BD_x2_1_model_1_multimer_v3_p1_230517_715082_recycled_17",99
"DHF91_TIR_T6BD_x2",1,"model_1_multimer_v3_p1_230517_715082_recycled_18",1.9,50.04,0.2768,0.2376,0.0482,135,183,"DHF91_TIR_T6BD_x2_1",1,2,"DHF91","DHF91_TIR_T6BD_x2_1_model_1_multimer_v3_p1_230517_715082_recycled_18",97
"DHF91_TIR_T6BD_x2",1,"model_1_multimer_v3_p1_230517_715082_recycled_19",1.8,49.93,0.2762,0.258,0.0458,131,165,"DHF91_TIR_T6BD_x2_1",1,2,"DHF91","DHF91_TIR_T6BD_x2_1_model_1_multimer_v3_p1_230517_715082_recycled_19",101
"DHF91_TIR_T6BD_x2",2,"model_2_multimer_v3_p1_230517_205728",0.966,54.62,0.321,0.2682,0.1614,101,116,"DHF91_TIR_T6BD_x2_2",1,2,"DHF91","DHF91_TIR_T6BD_x2_2_model_2_multimer_v3_p1_230517_205728",34
"DHF91_TIR_T6BD_x2",2,"model_2_multimer_v3_p1_230517_205728_recycled_00",9999,52.4,0.3067,0.3129,0.1266,142,198,"DHF91_TIR_T6BD_x2_2",1,2,"DHF91","DHF91_TIR_T6BD_x2_2_model_2_multimer_v3_p1_230517_205728_recycled_00",53
"DHF91_TIR_T6BD_x2",2,"model_2_multimer_v3_p1_230517_205728_recycled_01",54.18,54.7,0.3227,0.3116,0.2332,140,178,"DHF91_TIR_T6BD_x2_2",1,2,"DHF91","DHF91_TIR_T6BD_x2_2_model_2_multimer_v3_p1_230517_205728_recycled_01",18
"DHF91_TIR_T6BD_x2",2,"model_2_multimer_v3_p1_230517_205728_recycled_02",16.04,54.43,0.342,0.2981,0.242,125,146,"DHF91_TIR_T6BD_x2_2",1,2,"DHF91","DHF91_TIR_T6BD_x2_2_model_2_multimer_v3_p1_230517_205728_recycled_02",17
"DHF91_TIR_T6BD_x2",2,"model_2_multimer_v3_p1_230517_205728_recycled_03",7.12,55.17,0.3283,0.2982,0.2196,97,108,"DHF91_TIR_T6BD_x2_2",1,2,"DHF91","DHF91_TIR_T6BD_x2_2_model_2_multimer_v3_p1_230517_205728_recycled_03",19
"DHF91_TIR_T6BD_x2",2,"model_2_multimer_v3_p1_230517_205728_recycled_04",6.08,54.96,0.3216,0.2721,0.1851,103,106,"DHF91_TIR_T6BD_x2_2",1,2,"DHF91","DHF91_TIR_T6BD_x2_2_model_2_multimer_v3_p1_230517_205728_recycled_04",21
"DHF91_TIR_T6BD_x2",2,"model_2_multimer_v3_p1_230517_205728_recycled_05",5.1,55.12,0.3164,0.2671,0.1727,96,100,"DHF91_TIR_T6BD_x2_2",1,2,"DHF91","DHF91_TIR_T6BD_x2_2_model_2_multimer_v3_p1_230517_205728_recycled_05",26
"DHF91_TIR_T6BD_x2",2,"model_2_multimer_v3_p1_230517_205728_recycled_06",3.32,54.28,0.3172,0.272,0.1733,101,110,"DHF91_TIR_T6BD_x2_2",1,2,"DHF91","DHF91_TIR_T6BD_x2_2_model_2_multimer_v3_p1_230517_205728_recycled_06",25
"DHF91_TIR_T6BD_x2",2,"model_2_multimer_v3_p1_230517_205728_recycled_07",5.02,54.6,0.3185,0.2354,0.1551,115,132,"DHF91_TIR_T6BD_x2_2",1,2,"DHF91","DHF91_TIR_T6BD_x2_2_model_2_multimer_v3_p1_230517_205728_recycled_07",38
"DHF91_TIR_T6BD_x2",2,"model_2_multimer_v3_p1_230517_205728_recycled_08",7.72,54.48,0.3222,0.2648,0.1759,100,116,"DHF91_TIR_T6BD_x2_2",1,2,"DHF91","DHF91_TIR_T6BD_x2_2_model_2_multimer_v3_p1_230517_205728_recycled_08",24
"DHF91_TIR_T6BD_x2",2,"model_2_multimer_v3_p1_230517_205728_recycled_09",4.14,54.6,0.3236,0.2677,0.1816,103,122,"DHF91_TIR_T6BD_x2_2",1,2,"DHF91","DHF91_TIR_T6BD_x2_2_model_2_multimer_v3_p1_230517_205728_recycled_09",22
"DHF91_TIR_T6BD_x2",2,"model_2_multimer_v3_p1_230517_205728_recycled_10",2.68,54.9,0.3192,0.2557,0.1695,108,130,"DHF91_TIR_T6BD_x2_2",1,2,"DHF91","DHF91_TIR_T6BD_x2_2_model_2_multimer_v3_p1_230517_205728_recycled_10",28
"DHF91_TIR_T6BD_x2",2,"model_2_multimer_v3_p1_230517_205728_recycled_11",1.91,54.79,0.3194,0.2514,0.1663,117,133,"DHF91_TIR_T6BD_x2_2",1,2,"DHF91","DHF91_TIR_T6BD_x2_2_model_2_multimer_v3_p1_230517_205728_recycled_11",31
"DHF91_TIR_T6BD_x2",2,"model_2_multimer_v3_p1_230517_205728_recycled_12",2.52,54.57,0.3162,0.2642,0.1677,105,123,"DHF91_TIR_T6BD_x2_2",1,2,"DHF91","DHF91_TIR_T6BD_x2_2_model_2_multimer_v3_p1_230517_205728_recycled_12",30
"DHF91_TIR_T6BD_x2",2,"model_2_multimer_v3_p1_230517_205728_recycled_13",2.74,54.85,0.3193,0.283,0.1809,99,117,"DHF91_TIR_T6BD_x2_2",1,2,"DHF91","DHF91_TIR_T6BD_x2_2_model_2_multimer_v3_p1_230517_205728_recycled_13",23
"DHF91_TIR_T6BD_x2",2,"model_2_multimer_v3_p1_230517_205728_recycled_14",2.34,55.03,0.3202,0.2542,0.1657,114,140,"DHF91_TIR_T6BD_x2_2",1,2,"DHF91","DHF91_TIR_T6BD_x2_2_model_2_multimer_v3_p1_230517_205728_recycled_14",32
"DHF91_TIR_T6BD_x2",2,"model_2_multimer_v3_p1_230517_205728_recycled_15",2.04,54.7,0.3216,0.2612,0.1586,120,139,"DHF91_TIR_T6BD_x2_2",1,2,"DHF91","DHF91_TIR_T6BD_x2_2_model_2_multimer_v3_p1_230517_205728_recycled_15",37
"DHF91_TIR_T6BD_x2",2,"model_2_multimer_v3_p1_230517_205728_recycled_16",2.18,54.7,0.3213,0.2535,0.1629,118,135,"DHF91_TIR_T6BD_x2_2",1,2,"DHF91","DHF91_TIR_T6BD_x2_2_model_2_multimer_v3_p1_230517_205728_recycled_16",33
"DHF91_TIR_T6BD_x2",2,"model_2_multimer_v3_p1_230517_205728_recycled_17",1.43,54.64,0.3248,0.2688,0.1688,104,118,"DHF91_TIR_T6BD_x2_2",1,2,"DHF91","DHF91_TIR_T6BD_x2_2_model_2_multimer_v3_p1_230517_205728_recycled_17",29
"DHF91_TIR_T6BD_x2",2,"model_2_multimer_v3_p1_230517_205728_recycled_18",1.08,54.54,0.3198,0.2655,0.1602,95,110,"DHF91_TIR_T6BD_x2_2",1,2,"DHF91","DHF91_TIR_T6BD_x2_2_model_2_multimer_v3_p1_230517_205728_recycled_18",36
"DHF91_TIR_T6BD_x2",2,"model_2_multimer_v3_p1_230517_205728_recycled_19",1.11,54.62,0.3205,0.2704,0.1605,99,112,"DHF91_TIR_T6BD_x2_2",1,2,"DHF91","DHF91_TIR_T6BD_x2_2_model_2_multimer_v3_p1_230517_205728_recycled_19",35
