"FILE","MODEL","RECYCLE","TOL","pLDDT","pTM","piTM","iScore","iRes","iCnt","FILE_MODEL","NUM_CLUSTERS","N_MONOMERS","ORIGIN","FILE_RECYCLE","RANK"
"DHF119_TIR_T6BD_x2",1,"model_1_multimer_v3_p1_230516_210621",1.132,58.6,0.3161,0.2767,0.169,133,174,"DHF119_TIR_T6BD_x2_1",1,2,"DHF119","DHF119_TIR_T6BD_x2_1_model_1_multimer_v3_p1_230516_210621",4
"DHF119_TIR_T6BD_x2",2,"model_2_multimer_v3_p1_230516_265095",0.916,61.94,0.3614,0.3051,0.1555,126,173,"DHF119_TIR_T6BD_x2_2",1,2,"DHF119","DHF119_TIR_T6BD_x2_2_model_2_multimer_v3_p1_230516_265095",5
"DHF119_TIR_T6BD_x2",3,"model_3_multimer_v3_p1_230516_358176",4.636,59.26,0.3045,0.2971,0.175,135,203,"DHF119_TIR_T6BD_x2_3",1,2,"DHF119","DHF119_TIR_T6BD_x2_3_model_3_multimer_v3_p1_230516_358176",3
"DHF119_TIR_T6BD_x2",4,"model_4_multimer_v3_p1_230516_394972",2.317,57.73,0.3569,0.3567,0.3142,103,128,"DHF119_TIR_T6BD_x2_4",1,2,"DHF119","DHF119_TIR_T6BD_x2_4_model_4_multimer_v3_p1_230516_394972",1
"DHF119_TIR_T6BD_x2",5,"model_5_multimer_v3_p1_230516_760474",3.043,59.52,0.3099,0.2989,0.1966,110,146,"DHF119_TIR_T6BD_x2_5",1,2,"DHF119","DHF119_TIR_T6BD_x2_5_model_5_multimer_v3_p1_230516_760474",2
"DHF119_TIR_T6BD_x3",1,"model_1_multimer_v3_p1_230516_381427",8.19,54.87,0.3013,0.2698,0.1946,290,359,"DHF119_TIR_T6BD_x3_1",1,3,"DHF119","DHF119_TIR_T6BD_x3_1_model_1_multimer_v3_p1_230516_381427",3
"DHF119_TIR_T6BD_x3",2,"model_2_multimer_v3_p1_230516_182701",1.215,57.04,0.3123,0.2806,0.2071,228,253,"DHF119_TIR_T6BD_x3_2",1,3,"DHF119","DHF119_TIR_T6BD_x3_2_model_2_multimer_v3_p1_230516_182701",2
"DHF119_TIR_T6BD_x3",3,"model_3_multimer_v3_p1_230516_013504",2.837,56.14,0.2911,0.2822,0.1554,243,374,"DHF119_TIR_T6BD_x3_3",1,3,"DHF119","DHF119_TIR_T6BD_x3_3_model_3_multimer_v3_p1_230516_013504",5
"DHF119_TIR_T6BD_x3",4,"model_4_multimer_v3_p1_230516_422549",2.337,56.27,0.3303,0.2742,0.2287,232,333,"DHF119_TIR_T6BD_x3_4",1,3,"DHF119","DHF119_TIR_T6BD_x3_4_model_4_multimer_v3_p1_230516_422549",1
"DHF119_TIR_T6BD_x3",5,"model_5_multimer_v3_p1_230516_624868",3.289,55.85,0.3033,0.2664,0.1637,310,467,"DHF119_TIR_T6BD_x3_5",1,3,"DHF119","DHF119_TIR_T6BD_x3_5_model_5_multimer_v3_p1_230516_624868",4
"DHF119_TIR_T6BD_x4",1,"model_1_multimer_v3_p1_230516_955023",3.681,55.19,0.331,0.42,0.3544,339,478,"DHF119_TIR_T6BD_x4_1",1,4,"DHF119","DHF119_TIR_T6BD_x4_1_model_1_multimer_v3_p1_230516_955023",3
"DHF119_TIR_T6BD_x4",2,"model_2_multimer_v3_p1_230516_227555",2.394,57.14,0.3261,0.3145,0.267,288,405,"DHF119_TIR_T6BD_x4_2",1,4,"DHF119","DHF119_TIR_T6BD_x4_2_model_2_multimer_v3_p1_230516_227555",4
"DHF119_TIR_T6BD_x4",3,"model_3_multimer_v3_p1_230516_032905",2.449,54.39,0.3623,0.3995,0.3565,278,383,"DHF119_TIR_T6BD_x4_3",1,4,"DHF119","DHF119_TIR_T6BD_x4_3_model_3_multimer_v3_p1_230516_032905",2
"DHF119_TIR_T6BD_x4",4,"model_4_multimer_v3_p1_230516_695582",2.939,53.28,0.2852,0.2201,0.2609,160,167,"DHF119_TIR_T6BD_x4_4",1,4,"DHF119","DHF119_TIR_T6BD_x4_4_model_4_multimer_v3_p1_230516_695582",5
"DHF119_TIR_T6BD_x4",5,"model_5_multimer_v3_p1_230516_298635",5.652,54.38,0.348,0.5466,0.4869,157,209,"DHF119_TIR_T6BD_x4_5",1,4,"DHF119","DHF119_TIR_T6BD_x4_5_model_5_multimer_v3_p1_230516_298635",1
"DHF119_TIR_T6BD_x5",1,"model_1_multimer_v3_p1_230516_531386",2.063,54.02,0.3767,0.4641,0.4212,485,644,"DHF119_TIR_T6BD_x5_1",1,5,"DHF119","DHF119_TIR_T6BD_x5_1_model_1_multimer_v3_p1_230516_531386",1
"DHF119_TIR_T6BD_x5",2,"model_2_multimer_v3_p1_230516_265754",2.848,53.57,0.3533,0.3757,0.3061,347,486,"DHF119_TIR_T6BD_x5_2",1,5,"DHF119","DHF119_TIR_T6BD_x5_2_model_2_multimer_v3_p1_230516_265754",4
"DHF119_TIR_T6BD_x5",3,"model_3_multimer_v3_p1_230516_416970",2.827,52.25,0.37,0.4003,0.3718,381,555,"DHF119_TIR_T6BD_x5_3",1,5,"DHF119","DHF119_TIR_T6BD_x5_3_model_3_multimer_v3_p1_230516_416970",2
"DHF119_TIR_T6BD_x5",4,"model_4_multimer_v3_p1_230516_424307",6.04,52.05,0.3412,0.2888,0.2248,494,767,"DHF119_TIR_T6BD_x5_4",1,5,"DHF119","DHF119_TIR_T6BD_x5_4_model_4_multimer_v3_p1_230516_424307",5
"DHF119_TIR_T6BD_x5",5,"model_5_multimer_v3_p1_230516_452262",2.259,52.79,0.3714,0.3824,0.3527,453,590,"DHF119_TIR_T6BD_x5_5",1,5,"DHF119","DHF119_TIR_T6BD_x5_5_model_5_multimer_v3_p1_230516_452262",3
"DHF119_TIR_T6BD_x6",1,"model_1_multimer_v3_p1_230517_788342",1.354,52.53,0.3764,0.3811,0.3741,663,923,"DHF119_TIR_T6BD_x6_1",1,6,"DHF119","DHF119_TIR_T6BD_x6_1_model_1_multimer_v3_p1_230517_788342",2
"DHF119_TIR_T6BD_x6",2,"model_2_multimer_v3_p1_230517_918903",4.709,51.91,0.3537,0.3784,0.3642,371,494,"DHF119_TIR_T6BD_x6_2",1,6,"DHF119","DHF119_TIR_T6BD_x6_2_model_2_multimer_v3_p1_230517_918903",3
"DHF119_TIR_T6BD_x6",3,"model_3_multimer_v3_p1_230517_629688",4.583,49.4,0.363,0.2868,0.2897,780,1353,"DHF119_TIR_T6BD_x6_3",1,6,"DHF119","DHF119_TIR_T6BD_x6_3_model_3_multimer_v3_p1_230517_629688",5
"DHF119_TIR_T6BD_x6",4,"model_4_multimer_v3_p1_230517_416869",5.141,50.65,0.3733,0.3455,0.3473,509,674,"DHF119_TIR_T6BD_x6_4",1,6,"DHF119","DHF119_TIR_T6BD_x6_4_model_4_multimer_v3_p1_230517_416869",4
"DHF119_TIR_T6BD_x6",5,"model_5_multimer_v3_p1_230517_275983",3.391,50.86,0.385,0.3897,0.3886,619,858,"DHF119_TIR_T6BD_x6_5",1,6,"DHF119","DHF119_TIR_T6BD_x6_5_model_5_multimer_v3_p1_230517_275983",1
